# file...... IEEE-13_House_power.csv
# date...... Tue Dec  1 01:37:27 2020
# user...... (null)
# host...... (null)
# group..... class=triplex_load
# property.. constant_power_12
# limit..... 10000
# interval.. 60
# timestamp,tl_house_1,tl_house_16,tl_house_31,tl_house_2,tl_house_17,tl_house_32,tl_house_3,tl_house_18,tl_house_33,tl_house_4,tl_house_19,tl_house_34,tl_house_5,tl_house_20,tl_house_35,tl_house_6,tl_house_21,tl_house_36,tl_house_7,tl_house_22,tl_house_37,tl_house_8,tl_house_23,tl_house_38,tl_house_9,tl_house_24,tl_house_39,tl_house_10,tl_house_25,tl_house_40,tl_house_11,tl_house_26,tl_house_12,tl_house_27,tl_house_13,tl_house_28,tl_house_14,tl_house_29,tl_house_15,tl_house_30
2018-01-01 05:20:00 EST,+299.159+162.439j,+552.096+313.015j,+360.548+174.938j,+975.045+518.356j,+268.793+933.219j,+614.346+1433.1j,+360.393+188.739j,+555.108+308.986j,+453.713+973.019j,+212.734+96.9991j,+516.924+289.871j,+354.019+186.487j,+543.383+314.256j,+283.744+445.812j,+387.614+763.375j,+334.716+863.667j,+601.201+1298.06j,+293.434+871.368j,+570.764+322.088j,+316.344+174.978j,+357.693+947.127j,+415.978+199.922j,+290.03+882.805j,+619.22+986.711j,+195.765+85.3487j,+293.191+164.957j,+223.04+108.113j,+185.952+91.2876j,+205.006+590.654j,+374.226+611.659j,+318.972+165.828j,+390.42+202.196j,+290.849+153.856j,+367.467+906.288j,+254.746+114.153j,+377.305+1040.16j,+1094.19+93.5262j,+605.328+336.498j,+351.498+895.807j,+607.403+1184.62j
2018-01-01 05:21:00 EST,+299.143+162.422j,+552.068+312.986j,+360.527+174.92j,+975.193+518.511j,+268.84+933.266j,+614.432+1433.2j,+360.379+188.727j,+555.089+308.967j,+453.694+973.005j,+212.727+96.993j,+516.911+289.857j,+354.009+186.477j,+543.365+314.236j,+283.733+445.801j,+387.599+763.361j,+334.706+863.657j,+601.186+1298.04j,+293.426+871.359j,+570.744+322.066j,+316.333+174.966j,+357.68+947.111j,+415.965+199.91j,+290.022+882.795j,+619.206+986.69j,+195.835+85.4142j,+293.274+165.058j,+223.114+108.187j,+186.014+91.3524j,+205.076+590.722j,+374.356+611.764j,+319.047+165.908j,+390.513+202.289j,+290.829+153.836j,+367.444+906.254j,+254.918+114.296j,+377.525+1040.38j,+1096.57+93.5085j,+605.286+336.454j,+351.479+895.784j,+607.371+1184.59j
2018-01-01 05:22:00 EST,+299.123+162.4j,+552.032+312.948j,+360.499+174.897j,+975.338+518.664j,+268.886+933.313j,+614.516+1433.29j,+360.327+188.679j,+555.017+308.895j,+453.621+972.953j,+212.718+96.9851j,+516.893+289.839j,+353.997+186.464j,+543.295+314.159j,+283.692+445.76j,+387.545+763.309j,+334.694+863.645j,+601.165+1298.02j,+293.417+871.347j,+570.671+321.982j,+316.292+174.92j,+357.632+947.051j,+415.949+199.895j,+290.012+882.783j,+619.188+986.662j,+195.904+85.4787j,+293.356+165.157j,+223.187+108.26j,+186.075+91.4179j,+205.146+590.79j,+374.487+611.87j,+318.958+165.814j,+390.403+202.18j,+290.809+153.814j,+367.42+906.217j,+255.088+114.439j,+377.744+1040.6j,+1098.94+93.4417j,+605.123+336.29j,+351.346+895.627j,+607.152+1184.37j
2018-01-01 05:23:00 EST,+299.301+162.593j,+552.349+313.281j,+360.744+175.101j,+975.383+518.711j,+268.901+933.327j,+614.542+1433.32j,+360.868+189.175j,+555.758+309.647j,+454.381+973.501j,+212.698+96.968j,+516.855+289.799j,+353.969+186.437j,+543.409+314.284j,+283.759+445.827j,+387.634+763.394j,+334.681+863.633j,+601.145+1298j,+293.408+871.336j,+570.791+322.119j,+316.359+174.996j,+357.71+947.15j,+415.932+199.88j,+290.002+882.771j,+619.17+986.634j,+195.882+85.4583j,+293.33+165.126j,+223.164+108.237j,+186.059+91.4009j,+205.128+590.772j,+374.453+611.842j,+319.043+165.903j,+390.508+202.283j,+290.837+153.844j,+367.453+906.267j,+255.065+114.419j,+377.714+1040.57j,+1101.39+93.5049j,+605.277+336.446j,+351.38+895.667j,+607.208+1184.42j
2018-01-01 05:24:00 EST,+299.301+162.593j,+552.349+313.281j,+360.744+175.101j,+975.383+518.711j,+268.901+933.327j,+614.542+1433.32j,+360.868+189.174j,+555.757+309.647j,+454.381+973.501j,+212.698+96.9681j,+516.856+289.799j,+353.969+186.437j,+543.409+314.284j,+283.759+445.827j,+387.634+763.394j,+334.681+863.633j,+601.145+1298j,+293.408+871.336j,+570.79+322.119j,+316.359+174.996j,+357.71+947.15j,+415.932+199.88j,+290.002+882.771j,+619.17+986.634j,+195.882+85.4583j,+293.33+165.126j,+223.164+108.237j,+186.059+91.4009j,+205.128+590.772j,+374.453+611.842j,+319.042+165.903j,+390.507+202.283j,+290.837+153.844j,+367.453+906.267j,+255.065+114.419j,+377.714+1040.57j,+1103.79+93.5048j,+605.276+336.445j,+351.38+895.667j,+607.208+1184.42j
2018-01-01 05:25:00 EST,+299.358+162.655j,+552.449+313.387j,+360.821+175.166j,+975.312+518.635j,+268.878+933.304j,+614.501+1433.27j,+360.878+189.184j,+555.771+309.661j,+454.395+973.511j,+212.723+96.9896j,+516.903+289.849j,+354.004+186.471j,+543.422+314.299j,+283.767+445.835j,+387.644+763.404j,+334.715+863.666j,+601.201+1298.06j,+293.433+871.368j,+570.805+322.135j,+316.367+175.005j,+357.72+947.162j,+415.978+199.921j,+290.03+882.804j,+619.22+986.711j,+195.848+85.4266j,+293.29+165.077j,+223.128+108.201j,+186.029+91.3686j,+205.093+590.738j,+374.389+611.79j,+319.06+165.921j,+390.529+202.305j,+290.895+153.905j,+367.52+906.369j,+255.02+114.382j,+377.657+1040.51j,+1106.2+93.5179j,+605.308+336.478j,+351.556+895.877j,+607.499+1184.72j
2018-01-01 05:26:00 EST,+299.38+162.679j,+552.489+313.429j,+360.852+175.192j,+975.266+518.588j,+268.863+933.29j,+614.474+1433.24j,+360.836+189.145j,+555.713+309.601j,+454.336+973.468j,+212.743+97.0069j,+516.941+289.89j,+354.032+186.499j,+543.148+313.999j,+283.606+445.675j,+387.431+763.199j,+334.751+863.702j,+601.259+1298.12j,+293.461+871.402j,+570.705+322.02j,+316.311+174.941j,+357.654+947.078j,+416.025+199.965j,+290.058+882.839j,+619.272+986.791j,+195.838+85.4166j,+293.277+165.062j,+223.117+108.19j,+186.019+91.3585j,+205.082+590.728j,+374.368+611.774j,+319.024+165.883j,+390.485+202.261j,+290.918+153.93j,+367.547+906.41j,+255.006+114.37j,+377.639+1040.49j,+1108.57+93.4908j,+605.243+336.411j,+351.583+895.91j,+607.545+1184.77j
2018-01-01 05:27:00 EST,+299.326+162.62j,+552.392+313.327j,+360.777+175.129j,+975.442+518.773j,+268.919+933.346j,+614.576+1433.35j,+360.803+189.114j,+555.669+309.556j,+454.29+973.434j,+212.695+96.9653j,+516.849+289.792j,+353.964+186.432j,+543.092+313.939j,+283.573+445.642j,+387.387+763.157j,+334.51+863.464j,+600.865+1297.71j,+293.277+871.173j,+570.641+321.947j,+316.275+174.901j,+357.612+947.026j,+415.722+199.689j,+289.876+882.621j,+618.942+986.281j,+195.879+85.4555j,+293.326+165.121j,+223.161+108.233j,+186.056+91.398j,+205.125+590.769j,+374.447+611.838j,+318.997+165.854j,+390.451+202.227j,+290.862+153.87j,+367.482+906.311j,+255.061+114.416j,+377.709+1040.56j,+1110.94+93.4701j,+605.192+336.36j,+351.517+895.831j,+607.435+1184.65j
2018-01-01 05:28:00 EST,+299.235+162.521j,+552.231+313.157j,+360.653+175.025j,+975.598+518.937j,+268.969+933.395j,+614.666+1433.45j,+360.82+189.13j,+555.691+309.579j,+454.313+973.451j,+212.644+96.921j,+516.751+289.688j,+353.892+186.362j,+543.151+314.003j,+283.607+445.676j,+387.433+763.201j,+334.43+863.386j,+600.735+1297.58j,+293.216+871.098j,+570.867+322.207j,+316.401+175.044j,+357.76+947.213j,+415.607+199.586j,+289.807+882.54j,+618.817+986.09j,+195.935+85.5086j,+293.394+165.203j,+223.221+108.293j,+186.107+91.4518j,+205.183+590.825j,+374.555+611.925j,+319+165.858j,+390.455+202.232j,+290.769+153.772j,+367.374+906.147j,+255.135+114.479j,+377.804+1040.66j,+1113.31+93.4729j,+605.199+336.367j,+351.283+895.552j,+607.047+1184.26j
2018-01-01 05:29:00 EST,+299.173+162.455j,+552.122+313.043j,+360.569+174.955j,+975.612+518.951j,+268.973+933.4j,+614.674+1433.46j,+361.09+189.381j,+556.061+309.961j,+454.693+973.729j,+212.6+96.883j,+516.667+289.599j,+353.83+186.301j,+543.245+314.105j,+283.663+445.731j,+387.506+763.272j,+334.378+863.335j,+600.649+1297.49j,+293.176+871.049j,+570.965+322.321j,+316.457+175.107j,+357.825+947.295j,+415.537+199.522j,+289.765+882.49j,+618.741+985.973j,+195.918+85.4919j,+293.372+165.177j,+223.202+108.274j,+186.091+91.4349j,+205.165+590.807j,+374.521+611.897j,+319.096+165.959j,+390.573+202.349j,+290.706+153.706j,+367.301+906.036j,+255.031+114.391j,+377.671+1040.53j,+1115.74+93.5448j,+605.373+336.544j,+351.209+895.464j,+606.924+1184.14j
2018-01-01 05:30:00 EST,+299.118+162.395j,+552.024+312.94j,+360.493+174.892j,+975.764+519.112j,+269.022+933.448j,+614.763+1433.56j,+361.117+189.407j,+556.099+310j,+454.732+973.758j,+212.381+96.6945j,+516.246+289.157j,+353.518+186j,+543.503+314.388j,+283.815+445.882j,+387.708+763.465j,+334.304+863.263j,+600.527+1297.36j,+293.12+870.979j,+571.049+322.418j,+316.504+175.16j,+357.879+947.365j,+415.437+199.432j,+289.705+882.419j,+618.632+985.806j,+195.948+85.5204j,+293.408+165.221j,+223.234+108.306j,+186.118+91.4638j,+205.196+590.837j,+374.578+611.944j,+319.122+165.986j,+390.605+202.381j,+290.65+153.647j,+367.235+905.937j,+255.071+114.425j,+377.722+1040.58j,+1118.12+93.5641j,+605.42+336.591j,+351.142+895.385j,+606.813+1184.03j
2018-01-01 05:31:00 EST,+299.225+162.51j,+552.212+313.138j,+360.639+175.013j,+975.426+518.755j,+268.914+933.34j,+614.567+1433.34j,+360.893+189.198j,+555.792+309.682j,+454.417+973.527j,+212.48+96.779j,+516.435+289.355j,+353.658+186.135j,+543.447+314.326j,+283.781+445.849j,+387.663+763.423j,+334.616+863.568j,+601.038+1297.89j,+293.358+871.273j,+570.83+322.165j,+316.381+175.021j,+357.736+947.183j,+415.844+199.8j,+289.949+882.708j,+619.074+986.485j,+195.872+85.4484j,+293.317+165.11j,+223.153+108.226j,+186.05+91.3908j,+205.117+590.762j,+374.433+611.826j,+319.101+165.964j,+390.58+202.355j,+290.758+153.761j,+367.362+906.128j,+254.971+114.341j,+377.593+1040.45j,+1120.44+93.5485j,+605.382+336.553j,+351.27+895.537j,+607.026+1184.24j
2018-01-01 05:32:00 EST,+299.188+162.47j,+552.147+313.069j,+360.588+174.971j,+975.103+518.417j,+268.812+933.238j,+614.38+1433.14j,+360.768+189.082j,+555.62+309.506j,+454.24+973.398j,+212.43+96.7359j,+516.339+289.254j,+353.587+186.066j,+543.329+314.197j,+283.712+445.78j,+387.572+763.335j,+334.56+863.513j,+600.946+1297.79j,+293.315+871.22j,+570.691+322.005j,+316.303+174.933j,+357.645+947.067j,+415.768+199.731j,+289.904+882.654j,+618.992+986.358j,+195.781+85.3641j,+293.21+164.981j,+223.058+108.131j,+185.972+91.3083j,+205.028+590.676j,+374.268+611.693j,+319.041+165.9j,+390.505+202.281j,+290.73+153.731j,+367.329+906.078j,+254.856+114.245j,+377.446+1040.3j,+1122.26+93.5011j,+605.268+336.436j,+351.365+895.65j,+607.184+1184.4j
2018-01-01 05:33:00 EST,+299.225+162.511j,+552.214+313.139j,+360.639+175.014j,+975.024+518.335j,+268.786+933.213j,+614.335+1433.09j,+360.721+189.039j,+555.556+309.441j,+454.174+973.351j,+212.456+96.7585j,+516.389+289.307j,+353.625+186.102j,+543.049+313.892j,+283.548+445.617j,+387.354+763.126j,+334.604+863.557j,+601.019+1297.87j,+293.349+871.262j,+570.585+321.883j,+316.243+174.866j,+357.576+946.979j,+415.828+199.785j,+289.94+882.697j,+619.057+986.458j,+195.755+85.3392j,+293.178+164.943j,+223.029+108.103j,+185.948+91.283j,+205.001+590.649j,+374.217+611.652j,+318.997+165.855j,+390.451+202.228j,+290.768+153.772j,+367.373+906.146j,+254.795+114.194j,+377.368+1040.22j,+1124.08+93.4685j,+605.189+336.356j,+351.411+895.704j,+607.259+1184.48j
2018-01-01 05:34:00 EST,+299.333+162.628j,+552.406+313.341j,+360.788+175.138j,+974.677+517.973j,+268.676+933.103j,+614.134+1432.87j,+360.306+188.66j,+554.988+308.866j,+453.591+972.932j,+212.542+96.8324j,+516.555+289.48j,+353.746+186.22j,+542.818+313.642j,+283.411+445.483j,+387.173+762.954j,+334.732+863.683j,+601.228+1298.09j,+293.446+871.384j,+569.967+321.183j,+315.896+174.479j,+357.172+946.473j,+416.014+199.955j,+290.052+882.831j,+619.259+986.772j,+195.636+85.2285j,+293.037+164.773j,+222.903+107.978j,+185.772+91.0992j,+204.8+590.458j,+373.845+611.355j,+318.804+165.653j,+390.213+201.993j,+290.885+153.894j,+367.509+906.352j,+254.638+114.064j,+377.167+1040.02j,+1125.87+93.3972j,+605.015+336.181j,+351.542+895.86j,+607.476+1184.7j
2018-01-01 05:35:00 EST,+299.358+162.655j,+552.45+313.388j,+360.822+175.167j,+974.016+517.291j,+268.466+932.896j,+613.751+1432.46j,+360.355+188.704j,+555.055+308.933j,+453.659+972.98j,+212.732+96.9976j,+516.921+289.868j,+354.017+186.484j,+542.871+313.699j,+283.442+445.514j,+387.214+762.993j,+334.762+863.713j,+601.277+1298.14j,+293.469+871.413j,+570.023+321.245j,+315.928+174.514j,+357.209+946.518j,+416.054+199.991j,+290.076+882.859j,+619.303+986.84j,+195.598+85.1933j,+292.991+164.719j,+222.863+107.939j,+185.738+91.0637j,+204.761+590.421j,+373.773+611.298j,+318.838+165.688j,+390.254+202.033j,+290.91+153.921j,+367.538+906.397j,+254.588+114.023j,+377.103+1039.95j,+1127.73+93.4222j,+605.076+336.242j,+351.572+895.896j,+607.526+1184.75j
2018-01-01 05:36:00 EST,+299.377+162.676j,+552.484+313.423j,+360.848+175.189j,+974.05+517.326j,+268.477+932.907j,+613.771+1432.48j,+360.311+188.665j,+554.995+308.873j,+453.598+972.937j,+212.555+96.844j,+516.58+289.507j,+353.765+186.238j,+542.816+313.641j,+283.411+445.483j,+387.172+762.953j,+334.754+863.705j,+601.264+1298.12j,+293.463+871.405j,+569.966+321.182j,+315.896+174.478j,+357.172+946.472j,+416.043+199.981j,+290.069+882.852j,+619.291+986.821j,+195.583+85.1794j,+292.973+164.697j,+222.846+107.923j,+185.726+91.0511j,+204.747+590.408j,+373.747+611.278j,+318.681+165.525j,+390.06+201.843j,+290.933+153.945j,+367.564+906.437j,+254.568+114.006j,+377.077+1039.93j,+1129.53+93.3786j,+604.97+336.135j,+351.595+895.924j,+607.564+1184.79j
2018-01-01 05:37:00 EST,+299.429+162.733j,+552.576+313.521j,+360.919+175.249j,+974.091+517.367j,+268.49+932.92j,+613.794+1432.51j,+359.838+188.242j,+554.347+308.231j,+452.932+972.469j,+212.587+96.871j,+516.641+289.571j,+353.81+186.282j,+543+313.839j,+283.519+445.589j,+387.316+763.089j,+334.765+863.716j,+601.283+1298.14j,+293.472+871.416j,+570.135+321.372j,+315.991+174.584j,+357.282+946.61j,+416.051+199.989j,+290.074+882.857j,+619.299+986.835j,+195.61+85.2048j,+293.006+164.736j,+222.876+107.951j,+185.822+91.1513j,+204.857+590.512j,+373.951+611.439j,+318.488+165.327j,+389.822+201.612j,+290.986+154.002j,+367.627+906.532j,+254.63+114.058j,+377.157+1040.01j,+1131.31+93.3098j,+604.801+335.966j,+351.658+896j,+607.669+1184.89j
2018-01-01 05:38:00 EST,+299.388+162.687j,+552.502+313.443j,+360.862+175.201j,+974.752+518.051j,+268.7+933.127j,+614.177+1432.92j,+360.196+188.561j,+554.837+308.715j,+453.435+972.822j,+212.547+96.8366j,+516.564+289.49j,+353.753+186.227j,+543.127+313.976j,+283.593+445.662j,+387.414+763.183j,+334.707+863.658j,+601.187+1298.04j,+293.427+871.36j,+570.479+321.762j,+316.184+174.799j,+357.507+946.892j,+415.966+199.911j,+290.023+882.796j,+619.207+986.691j,+195.651+85.243j,+293.055+164.795j,+222.919+107.994j,+185.859+91.1901j,+204.9+590.553j,+374.03+611.502j,+318.544+165.384j,+389.89+201.678j,+290.944+153.957j,+367.577+906.457j,+254.685+114.103j,+377.227+1040.08j,+1133.16+93.351j,+604.902+336.067j,+351.608+895.939j,+607.586+1184.81j
2018-01-01 05:39:00 EST,+299.436+162.741j,+552.588+313.535j,+360.929+175.257j,+974.626+517.92j,+268.66+933.087j,+614.104+1432.84j,+359.868+188.268j,+554.389+308.271j,+452.974+972.498j,+212.594+96.8776j,+516.655+289.586j,+353.821+186.292j,+542.994+313.832j,+283.515+445.585j,+387.311+763.085j,+334.775+863.726j,+601.298+1298.16j,+293.479+871.425j,+570.177+321.419j,+316.014+174.609j,+357.309+946.644j,+416.065+200.002j,+290.082+882.867j,+619.315+986.859j,+195.624+85.2175j,+293.022+164.756j,+222.89+107.966j,+185.834+91.1641j,+204.871+590.526j,+373.977+611.46j,+318.483+165.321j,+389.815+201.606j,+290.994+154.01j,+367.635+906.545j,+254.648+114.073j,+377.181+1040.03j,+1134.94+93.3057j,+604.791+335.956j,+351.667+896.01j,+607.683+1184.91j
2018-01-01 05:40:00 EST,+299.352+162.648j,+552.438+313.376j,+360.813+175.16j,+974.374+517.659j,+268.58+933.008j,+613.958+1432.68j,+359.377+187.839j,+553.717+307.62j,+452.283+972.022j,+212.585+96.8693j,+516.637+289.567j,+353.807+186.279j,+542.772+313.593j,+283.385+445.457j,+387.138+762.921j,+334.689+863.641j,+601.159+1298.01j,+293.414+871.343j,+569.603+320.777j,+315.692+174.255j,+356.935+946.179j,+415.529+199.515j,+289.76+882.484j,+618.733+985.96j,+195.521+85.1227j,+292.9+164.611j,+222.781+107.859j,+185.744+91.0701j,+204.768+590.428j,+373.786+611.308j,+318.381+165.217j,+389.688+201.484j,+290.793+153.797j,+367.401+906.188j,+254.274+113.767j,+376.701+1039.56j,+1136.74+93.3007j,+604.779+335.943j,+351.564+895.887j,+607.513+1184.73j
2018-01-01 05:41:00 EST,+299.343+162.638j,+552.422+313.358j,+360.8+175.149j,+974.406+517.692j,+268.59+933.018j,+613.977+1432.7j,+359.631+188.06j,+554.064+307.955j,+452.641+972.267j,+212.743+97.0071j,+516.942+289.89j,+354.032+186.499j,+542.803+313.627j,+283.403+445.475j,+387.162+762.944j,+334.653+863.605j,+601.099+1297.95j,+293.386+871.309j,+569.631+320.807j,+315.708+174.272j,+356.953+946.201j,+415.335+199.341j,+289.644+882.347j,+618.522+985.638j,+195.533+85.1332j,+292.914+164.627j,+222.793+107.871j,+185.754+91.0807j,+204.78+590.439j,+373.807+611.325j,+318.405+165.242j,+389.719+201.513j,+290.783+153.787j,+367.39+906.172j,+254.289+113.779j,+376.72+1039.58j,+1138.53+93.3191j,+604.824+335.989j,+351.553+895.874j,+607.495+1184.72j
2018-01-01 05:42:00 EST,+299.343+162.638j,+552.422+313.358j,+360.8+175.149j,+974.406+517.692j,+268.59+933.018j,+613.977+1432.7j,+359.631+188.06j,+554.064+307.955j,+452.641+972.267j,+212.743+97.007j,+516.942+289.89j,+354.032+186.499j,+542.803+313.627j,+283.403+445.475j,+387.162+762.943j,+334.653+863.605j,+601.099+1297.95j,+293.386+871.309j,+569.631+320.807j,+315.708+174.272j,+356.953+946.201j,+415.335+199.341j,+289.644+882.347j,+618.522+985.638j,+195.533+85.1332j,+292.914+164.627j,+222.793+107.871j,+185.754+91.0807j,+204.78+590.439j,+373.807+611.325j,+318.405+165.242j,+389.719+201.513j,+290.783+153.787j,+367.39+906.172j,+254.289+113.779j,+376.72+1039.58j,+1140.33+93.319j,+604.824+335.988j,+351.553+895.874j,+607.495+1184.72j
2018-01-01 05:43:00 EST,+299.35+162.647j,+552.436+313.373j,+360.811+175.158j,+973.764+517.032j,+268.386+932.818j,+613.605+1432.31j,+359.932+188.325j,+554.476+308.357j,+453.064+972.561j,+212.725+96.9912j,+516.907+289.853j,+354.006+186.474j,+542.855+313.682j,+283.433+445.505j,+387.202+762.982j,+334.639+863.591j,+601.075+1297.93j,+293.375+871.295j,+569.685+320.867j,+315.738+174.305j,+356.988+946.244j,+415.316+199.324j,+289.632+882.333j,+618.501+985.606j,+195.503+85.1056j,+292.878+164.584j,+222.761+107.84j,+185.729+91.0545j,+204.751+590.411j,+373.754+611.283j,+318.297+165.132j,+389.585+201.385j,+290.792+153.797j,+367.401+906.188j,+254.25+113.747j,+376.67+1039.53j,+1142.12+93.32j,+604.826+335.991j,+351.563+895.885j,+607.51+1184.73j
2018-01-01 05:44:00 EST,+299.311+162.604j,+552.366+313.299j,+360.757+175.112j,+973.883+517.154j,+268.424+932.855j,+613.674+1432.38j,+359.866+188.267j,+554.386+308.269j,+452.972+972.496j,+212.547+96.8368j,+516.564+289.491j,+353.754+186.227j,+542.771+313.592j,+283.384+445.456j,+387.137+762.919j,+334.598+863.55j,+601.009+1297.86j,+293.344+871.256j,+569.597+320.77j,+315.689+174.251j,+356.931+946.174j,+415.261+199.275j,+289.599+882.295j,+618.442+985.516j,+195.532+85.1326j,+292.913+164.626j,+222.793+107.87j,+185.756+91.0819j,+204.781+590.44j,+373.81+611.327j,+318.2+165.033j,+389.465+201.27j,+290.752+153.754j,+367.354+906.117j,+254.288+113.778j,+376.719+1039.57j,+1143.79+93.1638j,+604.442+335.607j,+351.407+895.699j,+607.253+1184.47j
2018-01-01 05:45:00 EST,+299.403+162.703j,+552.528+313.471j,+360.882+175.218j,+973.75+517.018j,+268.382+932.814j,+613.597+1432.3j,+359.828+188.233j,+554.334+308.218j,+452.918+972.459j,+212.599+96.8816j,+516.664+289.596j,+353.827+186.299j,+542.674+313.488j,+283.327+445.401j,+387.061+762.848j,+334.678+863.63j,+601.14+1298j,+293.405+871.333j,+569.249+320.386j,+315.493+174.04j,+356.704+945.896j,+415.377+199.378j,+289.669+882.376j,+618.567+985.707j,+195.481+85.086j,+292.852+164.554j,+222.739+107.818j,+185.709+91.034j,+204.728+590.39j,+373.712+611.25j,+318.175+165.008j,+389.434+201.24j,+290.963+153.978j,+367.6+906.491j,+254.222+113.725j,+376.634+1039.49j,+1145.56+93.1473j,+604.401+335.567j,+351.518+895.832j,+607.437+1184.66j
2018-01-01 05:46:00 EST,+299.372+162.67j,+552.474+313.414j,+360.841+175.183j,+974.444+517.731j,+268.602+933.03j,+613.999+1432.73j,+359.826+188.231j,+554.331+308.215j,+452.915+972.457j,+212.592+96.8759j,+516.651+289.582j,+353.818+186.289j,+542.68+313.494j,+283.331+445.404j,+387.066+762.853j,+334.666+863.617j,+601.12+1297.97j,+293.396+871.321j,+569.256+320.394j,+315.497+174.044j,+356.709+945.901j,+415.36+199.363j,+289.659+882.364j,+618.549+985.679j,+195.521+85.1228j,+292.9+164.611j,+222.781+107.859j,+185.744+91.0696j,+204.768+590.427j,+373.785+611.308j,+318.319+165.154j,+389.612+201.411j,+290.931+153.943j,+367.562+906.434j,+254.274+113.767j,+376.701+1039.56j,+1147.36+93.1733j,+604.465+335.631j,+351.481+895.788j,+607.376+1184.59j
2018-01-01 05:47:00 EST,+299.429+162.732j,+552.575+313.52j,+360.918+175.248j,+974.372+517.657j,+268.579+933.008j,+613.957+1432.68j,+359.836+188.24j,+554.345+308.228j,+452.929+972.467j,+212.617+96.8973j,+516.699+289.633j,+353.853+186.324j,+542.694+313.509j,+283.338+445.412j,+387.076+762.863j,+334.7+863.651j,+601.175+1298.03j,+293.422+871.353j,+569.27+320.409j,+315.505+174.052j,+356.718+945.912j,+415.405+199.404j,+289.686+882.397j,+618.598+985.754j,+195.488+85.092j,+292.86+164.563j,+222.746+107.825j,+185.714+91.0382j,+204.733+590.394j,+373.721+611.257j,+318.336+165.172j,+389.634+201.431j,+290.989+154.005j,+367.63+906.537j,+254.23+113.731j,+376.645+1039.5j,+1149.14+93.1861j,+604.497+335.662j,+351.658+895.999j,+607.668+1184.89j
2018-01-01 05:48:00 EST,+299.392+162.692j,+552.509+313.451j,+360.868+175.206j,+974.362+517.647j,+268.576+933.005j,+613.951+1432.68j,+359.837+188.241j,+554.346+308.23j,+452.931+972.468j,+212.761+97.023j,+516.977+289.928j,+354.058+186.525j,+542.692+313.507j,+283.337+445.411j,+387.075+762.861j,+334.694+863.646j,+601.167+1298.02j,+293.418+871.348j,+569.268+320.407j,+315.504+174.051j,+356.717+945.911j,+415.398+199.398j,+289.682+882.392j,+618.591+985.743j,+195.51+85.1122j,+292.886+164.594j,+222.769+107.847j,+185.734+91.0594j,+204.756+590.416j,+373.764+611.291j,+318.328+165.163j,+389.623+201.421j,+290.833+153.84j,+367.449+906.261j,+254.259+113.755j,+376.682+1039.54j,+1150.89+93.1776j,+604.476+335.641j,+351.613+895.945j,+607.594+1184.82j
2018-01-01 05:49:00 EST,+299.347+162.642j,+552.429+313.366j,+360.806+175.153j,+974.406+517.692j,+268.59+933.018j,+613.977+1432.7j,+359.88+188.279j,+554.404+308.287j,+452.991+972.509j,+212.741+97.0056j,+516.938+289.887j,+354.03+186.497j,+542.749+313.568j,+283.371+445.444j,+387.119+762.903j,+334.667+863.619j,+601.122+1297.98j,+293.397+871.322j,+569.327+320.472j,+315.537+174.087j,+356.755+945.958j,+415.362+199.365j,+289.66+882.366j,+618.551+985.683j,+195.531+85.1314j,+292.911+164.624j,+222.791+107.869j,+185.753+91.0789j,+204.778+590.437j,+373.804+611.323j,+318.399+165.236j,+389.712+201.506j,+290.787+153.791j,+367.395+906.179j,+254.287+113.777j,+376.717+1039.57j,+1152.76+93.3145j,+604.813+335.977j,+351.558+895.879j,+607.503+1184.72j
2018-01-01 05:50:00 EST,+299.343+162.638j,+552.422+313.359j,+360.801+175.149j,+974.364+517.649j,+268.577+933.005j,+613.953+1432.68j,+359.95+188.341j,+554.5+308.381j,+453.089+972.578j,+212.738+97.0026j,+516.932+289.88j,+354.025+186.492j,+542.896+313.727j,+283.458+445.529j,+387.234+763.012j,+334.678+863.63j,+601.14+1298j,+293.405+871.333j,+569.733+320.921j,+315.765+174.335j,+357.019+946.283j,+415.514+199.502j,+289.751+882.474j,+618.716+985.935j,+195.521+85.1223j,+292.899+164.61j,+222.781+107.859j,+185.744+91.0696j,+204.768+590.427j,+373.785+611.308j,+318.459+165.296j,+389.785+201.577j,+290.783+153.787j,+367.391+906.172j,+254.274+113.766j,+376.7+1039.56j,+1154.54+93.3588j,+604.921+336.086j,+351.553+895.874j,+607.495+1184.72j
2018-01-01 05:51:00 EST,+299.343+162.638j,+552.422+313.359j,+360.801+175.149j,+974.364+517.649j,+268.577+933.005j,+613.953+1432.68j,+359.95+188.341j,+554.5+308.381j,+453.089+972.578j,+212.738+97.0026j,+516.932+289.88j,+354.025+186.492j,+542.896+313.727j,+283.457+445.529j,+387.234+763.012j,+334.678+863.63j,+601.14+1298j,+293.405+871.333j,+569.732+320.921j,+315.765+174.334j,+357.019+946.283j,+415.514+199.502j,+289.751+882.474j,+618.716+985.935j,+195.521+85.1223j,+292.899+164.61j,+222.781+107.859j,+185.744+91.0696j,+204.768+590.427j,+373.785+611.308j,+318.458+165.296j,+389.785+201.576j,+290.783+153.787j,+367.391+906.172j,+254.274+113.766j,+376.7+1039.56j,+1156.26+93.3587j,+604.921+336.086j,+351.553+895.874j,+607.495+1184.72j
